"IntoGen_cancer_type","gene","class","event","n","class_total","prop"
"CCRCC","SMAD4","Classic","M",1,1,1
"CCRCC","SMARCA4","WGD","WT",5,5,1
"CCRCC","SMARCA4","HM","WT",3,3,1
"CCRCC","SPEN","WGD","WT",5,5,1
"CCRCC","STAG1","WGD","CI_M",4,4,1
"CCRCC","STAG1","HM","CI_M",1,1,1
"CCRCC","STAG1","Classic","CI_M",1,1,1
"CCRCC","TERT","Classic","M",2,2,1
"CCRCC","TGFBR2","WGD","WT",4,4,1
"CCRCC","TGFBR2","HM","M",1,1,1
"CCRCC","TOB1","HM","M",1,1,1
"CCRCC","TP53","WGD","WT",5,5,1
"CCRCC","TP53","Classic","M",3,3,1
"CCRCC","TRIB3","WGD","CI_M",1,1,1
"CCRCC","TRRAP","WGD","WT",4,4,1
"CCRCC","TRRAP","HM","WT",3,3,1
"CCRCC","TRRAP","Classic","WT",8,8,1
"CCRCC","VHL","WGD","M",4,5,0.8
"CCRCC","VHL","WGD","WT",1,5,0.2
"CCRCC","VHL","HM","CNA_driver",1,4,0.25
"CCRCC","VHL","HM","M",3,4,0.75
"CCRCC","VHL","Classic","CNA_driver",5,25,0.2
"CCRCC","VHL","Classic","M",20,25,0.8
"CCRCC","WAPAL","WGD","CI_M",1,1,1
"CCRCC","lncrna.ncrna::gencode::RPPH1::ENSG00000259001.2","Classic","M",1,1,1
"CCRCC","lncrna.promCore::gencode::RMRP::ENSG00000269900.2","Classic","M",3,3,1
"CHOL","ACVR2A","Classic","M",1,1,1
"CHOL","ANK1","WGD","WT",3,3,1
"CHOL","APC","WGD","M",1,4,0.25
"CHOL","APC","WGD","WT",3,4,0.75
"CHOL","ARHGAP35","Classic","M",1,1,1
"CHOL","ARID1A","WGD","CNA_driver",1,3,0.333333333333333
"CHOL","ARID1A","WGD","M",1,3,0.333333333333333
"CHOL","ARID1A","WGD","WT",1,3,0.333333333333333
"CHOL","ARID1A","Classic","CNA_driver",1,3,0.333333333333333
"CHOL","ARID1A","Classic","M",2,3,0.666666666666667
"CHOL","ARID2","WGD","M",1,5,0.2
"CHOL","ARID2","WGD","WT",4,5,0.8
"CHOL","ARID2","Classic","WT",1,1,1
"CHOL","ASXL1","WGD","WT",6,6,1
"CHOL","ATM","WGD","WT",5,5,1
"CHOL","BAP1","WGD","WT",4,4,1
"CHOL","BIRC6","WGD","WT",3,3,1
"CHOL","BRAF","WGD","WT",4,4,1
"CHOL","BRAF","Classic","WT",1,1,1
"CHOL","BRCA2","WGD","WT",2,2,1
"CHOL","BUB1B","WGD","CI_M",1,1,1
"CHOL","CCND1","Classic","CNA_driver",1,1,1
"CHOL","CDH11","WGD","WT",4,4,1
"CHOL","CDKN1B","WGD","M",1,1,1
"CHOL","CDKN1B","Classic","M",1,1,1
"CHOL","CDKN2A","WGD","CNA_driver",2,3,0.666666666666667
"CHOL","CDKN2A","WGD","WT",1,3,0.333333333333333
"CHOL","CDKN2A","Classic","CNA_driver",3,3,1
"CHOL","CLTC","WGD","WT",5,5,1
"CHOL","CLTC","Classic","WT",1,1,1
"CHOL","CTNNA2","WGD","WT",3,3,1
"CHOL","DCC","Classic","CNA_driver",1,1,1
"CHOL","ELF3","WGD","WT",2,2,1
"CHOL","EP300","WGD","WT",5,5,1
"CHOL","EP300","Classic","CNA_driver",1,1,1
"CHOL","EPHA2","WGD","WT",4,4,1
"CHOL","ERBB2","WGD","WT",4,4,1
"CHOL","ERBB3","WGD","WT",4,4,1
"CHOL","ERBB3","Classic","WT",1,1,1
"CHOL","ERBB4","WGD","WT",4,4,1
"CHOL","ERBB4","Classic","WT",1,1,1
"CHOL","FAT3","WGD","WT",4,4,1
"CHOL","FBLN2","WGD","WT",4,4,1
"CHOL","FBXW7","WGD","M",1,4,0.25
"CHOL","FBXW7","WGD","WT",3,4,0.75
"CHOL","FBXW7","Classic","M",1,1,1
"CHOL","FGFR2","WGD","M",2,3,0.666666666666667
"CHOL","FGFR2","WGD","WT",1,3,0.333333333333333
"CHOL","FLCN","WGD","CNA_driver",1,1,1
"CHOL","GPC5","WGD","WT",2,2,1
"CHOL","GRIN2A","WGD","WT",5,5,1
"CHOL","IDH1","WGD","WT",4,4,1
"CHOL","IDH1","Classic","M",1,2,0.5
"CHOL","IDH1","Classic","WT",1,2,0.5
"CHOL","IDH2","WGD","WT",3,3,1
"CHOL","IKZF3","WGD","WT",4,4,1
"CHOL","KEAP1","WGD","WT",2,2,1
"CHOL","KIF11","WGD","CI_M",1,1,1
"CHOL","KIF18A","WGD","CI_M",1,1,1
"CHOL","KIF2A","WGD","CI_M",2,2,1
"CHOL","KIF2B","WGD","CI_M",1,1,1
"CHOL","KMT2C","WGD","WT",4,4,1
"CHOL","KMT2C","Classic","WT",1,1,1
"CHOL","KMT2D","WGD","WT",5,5,1
"CHOL","KMT2D","Classic","M",1,2,0.5
"CHOL","KMT2D","Classic","WT",1,2,0.5
"CHOL","KRAS","WGD","WT",3,3,1
"CHOL","KRAS","Classic","M",1,1,1
"CHOL","LRP1B","WGD","WT",4,4,1
"CHOL","MAP2K4","WGD","CNA_driver",1,3,0.333333333333333
"CHOL","MAP2K4","WGD","WT",2,3,0.666666666666667
"CHOL","MAP2K4","Classic","CNA_driver",2,2,1
"CHOL","MYH11","WGD","WT",5,5,1
"CHOL","N4BP2","WGD","WT",3,3,1
"CHOL","NBN","Classic","M",1,1,1
"CHOL","NCOR1","WGD","WT",3,3,1
"CHOL","NCOR1","Classic","WT",1,1,1
"CHOL","NF1","WGD","WT",5,5,1
"CHOL","NF1","Classic","M",1,1,1
"CHOL","NOTCH1","WGD","WT",4,4,1
"CHOL","NOTCH1","Classic","WT",1,1,1
"CHOL","NRAS","WGD","WT",4,4,1
"CHOL","PBRM1","WGD","WT",4,4,1
"CHOL","PBRM1","Classic","M",1,1,1
"CHOL","PDS5B","WGD","CI_M",1,1,1
"CHOL","PIK3CA","WGD","WT",4,4,1
"CHOL","PIK3CA","Classic","M",2,2,1
"CHOL","PIK3R1","WGD","WT",4,4,1
"CHOL","PRKD1","WGD","WT",4,4,1
"CHOL","PTCH1","WGD","WT",5,5,1
"CHOL","PTDSS1","Classic","M",1,1,1
"CHOL","PTEN","WGD","M",1,3,0.333333333333333
"CHOL","PTEN","WGD","WT",2,3,0.666666666666667
"CHOL","PTEN","Classic","M",1,1,1
"CHOL","RASA1","WGD","CNA_driver",1,1,1
"CHOL","RNF213","WGD","WT",5,5,1
"CHOL","RNF213","Classic","WT",2,2,1
"CHOL","RNF43","WGD","WT",6,6,1
"CHOL","RNF43","Classic","M",1,2,0.5
"CHOL","RNF43","Classic","WT",1,2,0.5
"CHOL","RPL22","Classic","M",1,1,1
"CHOL","SF3B1","WGD","WT",4,4,1
"CHOL","SMAD4","WGD","CNA_driver",1,3,0.333333333333333
"CHOL","SMAD4","WGD","M",2,3,0.666666666666667
"CHOL","SMAD4","Classic","M",1,1,1
"CHOL","SMARCA4","WGD","WT",2,2,1
"CHOL","SMC3","WGD","CI_M",2,2,1
"CHOL","STAG1","WGD","CI_M",4,4,1
"CHOL","TERT","Classic","M",1,1,1
"CHOL","TET2","WGD","M",1,1,1
"CHOL","TP53","WGD","M",2,4,0.5
"CHOL","TP53","WGD","WT",2,4,0.5
"CHOL","TP53","Classic","M",3,3,1
"CHOL","TRRAP","WGD","WT",4,4,1
"CHOL","TRRAP","Classic","WT",2,2,1
"CHOL","TSC2","WGD","WT",5,5,1
"CHOL","U2AF1","WGD","WT",5,5,1
"CHOL","USP44","WGD","CI_M",1,1,1
"CHOL","WAPAL","WGD","CI_M",2,2,1
"CHOL","WRN","Classic","M",1,1,1
"CHOL","ZNF429","WGD","WT",2,2,1
"CHRCC","CDKN1A","WGD","WT",1,1,1
"CHRCC","KIF18B","WGD","CI_M",1,1,1
"CHRCC","ROBO2","WGD","WT",1,1,1
"CHRCC","TP53","WGD","WT",1,1,1
"CLLSLL","ATM","Classic","M",5,5,1
"CLLSLL","BIRC3","Classic","WT",2,2,1
"CLLSLL","BRAF","Classic","M",2,2,1
"CLLSLL","BTG1","Classic","WT",9,9,1
"CLLSLL","CARD11","Classic","M",1,1,1
"CLLSLL","CCND2","Classic","WT",8,8,1
"CLLSLL","DTX1","Classic","WT",9,9,1
"CLLSLL","FAT3","Classic","WT",2,2,1
"CLLSLL","FAT4","Classic","WT",1,1,1
"CLLSLL","FBXW7","Classic","WT",1,1,1
"CLLSLL","KDR","Classic","WT",1,1,1
"CLLSLL","KMT2D","Classic","M",1,9,0.111111111111111
"CLLSLL","KMT2D","Classic","WT",8,9,0.888888888888889
"CLLSLL","KRAS","Classic","WT",8,8,1
"CLLSLL","MGA","Classic","M",1,1,1
"CLLSLL","NOTCH1","Classic","M",1,1,1
"CLLSLL","NXF1","Classic","WT",1,1,1
"CLLSLL","PTPN11","Classic","WT",9,9,1
"CLLSLL","SF3B1","Classic","M",2,2,1
"CLLSLL","XPO1","Classic","WT",2,2,1
"COADREAD","ACVR2A","WGD","WT",1,1,1
"COADREAD","ACVR2A","Classic","WT",1,1,1
"COADREAD","ANK1","Classic","WT",2,2,1
"COADREAD","ARID1B","Classic","WT",1,1,1
"COADREAD","ATM","WGD","WT",1,1,1
"COADREAD","BCL9L","WGD","WT",1,1,1
"COADREAD","BIRC6","Classic","WT",1,1,1
"COADREAD","BUB1","Classic","CI_M",1,1,1
"COADREAD","CDKN2A","Classic","WT",1,1,1
"COADREAD","CEP89","WGD","WT",1,1,1
"COADREAD","CSMD3","Classic","WT",3,3,1
"COADREAD","ELF3","Classic","WT",1,1,1
"COADREAD","FAT3","WGD","WT",1,1,1
"COADREAD","HRAS","WGD","WT",1,1,1
"COADREAD","LRP1B","WGD","WT",1,1,1
"COADREAD","LRP1B","Classic","WT",1,1,1
"COADREAD","PCBP1","WGD","WT",1,1,1
"COADREAD","PCBP1","Classic","WT",1,1,1
"COADREAD","PPP2R1A","WGD","WT",1,1,1
"COADREAD","PTEN","Classic","WT",1,1,1
"COADREAD","RSPO2","Classic","WT",3,3,1
"COADREAD","SMAD3","Classic","WT",1,1,1
"COADREAD","SMARCA4","WGD","WT",1,1,1
"COADREAD","TAF1L","Classic","WT",1,1,1
"COADREAD","TCF7L2","Classic","WT",1,1,1
"COADREAD","TSC1","Classic","WT",1,1,1
"COADREAD","TUBGCP2","Classic","CI_M",1,1,1
"DLBCLNOS","ARID1B","WGD","WT",1,1,1
"DLBCLNOS","BCR","WGD","WT",1,1,1
"DLBCLNOS","BUB1B","WGD","CI_M",1,1,1
"DLBCLNOS","CCND3","WGD","WT",1,1,1
"DLBCLNOS","DGCR8","WGD","WT",1,1,1
"DLBCLNOS","EP300","WGD","WT",1,1,1
"DLBCLNOS","HLA-A","WGD","WT",1,1,1
"DLBCLNOS","HLA-B","WGD","WT",1,1,1
"DLBCLNOS","HLA-C","WGD","WT",1,1,1
"DLBCLNOS","IRF4","WGD","WT",1,1,1
"DLBCLNOS","NFKBIE","WGD","WT",1,1,1
"DLBCLNOS","PIM1","WGD","WT",1,1,1
"DLBCLNOS","PRDM1","WGD","WT",1,1,1
"DLBCLNOS","SGK1","WGD","WT",1,1,1
"DLBCLNOS","TNFAIP3","WGD","WT",1,1,1
"ESCA","AKAP9","WGD","WT",7,7,1
"ESCA","AKAP9","HM","WT",2,2,1
"ESCA","APC","WGD","M",1,9,0.111111111111111
"ESCA","APC","WGD","WT",8,9,0.888888888888889
"ESCA","APC","HM","CNA_driver",2,3,0.666666666666667
"ESCA","APC","HM","WT",1,3,0.333333333333333
"ESCA","APC","Classic","CNA_driver",1,2,0.5
"ESCA","APC","Classic","WT",1,2,0.5
"ESCA","ARID1A","WGD","CNA_driver",1,15,0.0666666666666667
"ESCA","ARID1A","WGD","M",2,15,0.133333333333333
"ESCA","ARID1A","WGD","WT",12,15,0.8
"ESCA","ARID1A","HM","M",1,1,1
"ESCA","ARID2","WGD","WT",20,20,1
"ESCA","ARID2","HM","M",1,3,0.333333333333333
"ESCA","ARID2","HM","WT",2,3,0.666666666666667
"ESCA","ASXL1","WGD","WT",7,7,1
"ESCA","ASXL1","HM","WT",6,6,1
"ESCA","ASXL1","Classic","M",1,5,0.2
"ESCA","ASXL1","Classic","WT",4,5,0.8
"ESCA","ATM","WGD","M",2,13,0.153846153846154
"ESCA","ATM","WGD","WT",11,13,0.846153846153846
"ESCA","ATM","HM","WT",2,2,1
"ESCA","ATM","Classic","WT",1,1,1
"ESCA","ATR","WGD","M",1,1,1
"ESCA","AXIN1","WGD","WT",11,11,1
"ESCA","AXIN1","HM","CNA_driver",1,2,0.5
"ESCA","AXIN1","HM","WT",1,2,0.5
"ESCA","BAP1","WGD","WT",9,9,1
"ESCA","BAP1","HM","WT",4,4,1
"ESCA","BRAF","Classic","M",1,1,1
"ESCA","BUB1","WGD","CI_M",1,1,1
"ESCA","BUB1B","WGD","CI_M",4,4,1
"ESCA","CANT1","WGD","WT",13,13,1
"ESCA","CANT1","HM","WT",6,6,1
"ESCA","CANT1","Classic","WT",1,1,1
"ESCA","CBL","WGD","WT",14,14,1
"ESCA","CBL","HM","WT",3,3,1
"ESCA","CBL","Classic","WT",1,1,1
"ESCA","CDH1","WGD","WT",16,16,1
"ESCA","CDH1","HM","M",1,1,1
"ESCA","CDH11","WGD","WT",14,14,1
"ESCA","CDKN2A","WGD","CNA_driver",5,17,0.294117647058824
"ESCA","CDKN2A","WGD","M",3,17,0.176470588235294
"ESCA","CDKN2A","WGD","WT",9,17,0.529411764705882
"ESCA","CDKN2A","HM","CNA_driver",6,8,0.75
"ESCA","CDKN2A","HM","WT",2,8,0.25
"ESCA","CDKN2A","Classic","CNA_driver",3,4,0.75
"ESCA","CDKN2A","Classic","M",1,4,0.25
"ESCA","CDX2","WGD","WT",8,8,1
"ESCA","CDX2","HM","WT",5,5,1
"ESCA","CDX2","Classic","WT",2,2,1
"ESCA","CREBBP","WGD","WT",12,12,1
"ESCA","CREBBP","HM","WT",2,2,1
"ESCA","CSMD3","WGD","WT",5,5,1
"ESCA","CSMD3","HM","WT",5,5,1
"ESCA","CTNNB1","WGD","M",3,13,0.230769230769231
"ESCA","CTNNB1","WGD","WT",10,13,0.769230769230769
"ESCA","CTNNB1","HM","M",1,5,0.2
"ESCA","CTNNB1","HM","WT",4,5,0.8
"ESCA","CTNND2","WGD","WT",9,9,1
"ESCA","CTNND2","HM","WT",6,6,1
"ESCA","CTNND2","Classic","WT",2,2,1
"ESCA","DCC","WGD","WT",4,4,1
"ESCA","EGFR","WGD","CNA_driver",1,1,1
"ESCA","EGFR","HM","M",1,1,1
"ESCA","EP300","WGD","WT",14,14,1
"ESCA","EP300","HM","WT",2,2,1
"ESCA","EPHA2","WGD","M",1,1,1
"ESCA","EPHA3","WGD","WT",1,1,1
"ESCA","EPHA3","HM","WT",1,1,1
"ESCA","ERBB2","WGD","CNA_driver",3,16,0.1875
"ESCA","ERBB2","WGD","WT",13,16,0.8125
"ESCA","ERBB2","HM","CNA_driver",2,8,0.25
"ESCA","ERBB2","HM","WT",6,8,0.75
"ESCA","ERBB2","Classic","M",1,3,0.333333333333333
"ESCA","ERBB2","Classic","WT",2,3,0.666666666666667
"ESCA","ERBB4","WGD","WT",12,12,1
"ESCA","FANCD2","WGD","CI_M",3,3,1
"ESCA","FANCD2","HM","CI_M",2,2,1
"ESCA","FAS","Classic","CNA_driver",1,1,1
"ESCA","FAT1","WGD","WT",12,12,1
"ESCA","FAT1","HM","WT",2,2,1
"ESCA","FAT4","WGD","WT",14,14,1
"ESCA","FAT4","HM","WT",1,1,1
"ESCA","FBXW7","WGD","WT",12,12,1
"ESCA","FBXW7","HM","M",1,2,0.5
"ESCA","FBXW7","HM","WT",1,2,0.5
"ESCA","FBXW7","Classic","WT",1,1,1
"ESCA","FGFR1","HM","CNA_driver",1,1,1
"ESCA","GNAS","WGD","WT",7,7,1
"ESCA","GNAS","HM","WT",6,6,1
"ESCA","GNAS","Classic","WT",5,5,1
"ESCA","GRM3","WGD","WT",9,9,1
"ESCA","GRM3","HM","WT",2,2,1
"ESCA","HLA-A","WGD","M",1,12,0.0833333333333333
"ESCA","HLA-A","WGD","WT",11,12,0.916666666666667
"ESCA","HLA-A","HM","WT",3,3,1
"ESCA","HLA-A","Classic","WT",2,2,1
"ESCA","HLA-B","WGD","WT",12,12,1
"ESCA","HLA-B","HM","WT",3,3,1
"ESCA","HLA-B","Classic","WT",2,2,1
"ESCA","IL7R","WGD","WT",9,9,1
"ESCA","IL7R","HM","WT",5,5,1
"ESCA","IL7R","Classic","WT",2,2,1
"ESCA","KAT6A","WGD","WT",8,8,1
"ESCA","KAT6A","HM","WT",4,4,1
"ESCA","KDM5C","Classic","CNA_driver",1,1,1
"ESCA","KIF11","WGD","CI_M",5,5,1
"ESCA","KIF18A","WGD","CI_M",9,9,1
"ESCA","KIF18A","HM","CI_M",1,1,1
"ESCA","KIF18B","HM","CI_M",1,1,1
"ESCA","KIF2A","WGD","CI_M",3,3,1
"ESCA","KMT2C","WGD","WT",11,11,1
"ESCA","KMT2C","HM","WT",2,2,1
"ESCA","KMT2D","WGD","WT",19,19,1
"ESCA","KMT2D","HM","WT",2,2,1
"ESCA","KRAS","WGD","CNA_driver",2,16,0.125
"ESCA","KRAS","WGD","WT",14,16,0.875
"ESCA","KRAS","HM","WT",2,2,1
"ESCA","KRAS","Classic","M",3,3,1
"ESCA","LRP1B","WGD","WT",11,11,1
"ESCA","LRP1B","HM","WT",2,2,1
"ESCA","MAD2L2","WGD","CI_M",1,1,1
"ESCA","MAP2K4","HM","M",1,1,1
"ESCA","MAP2K7","WGD","M",1,1,1
"ESCA","MAP3K1","Classic","M",1,1,1
"ESCA","MECOM","WGD","CNA_driver",1,1,1
"ESCA","MECOM","HM","CNA_driver",1,1,1
"ESCA","MTOR","WGD","M",1,1,1
"ESCA","MYH9","WGD","WT",14,14,1
"ESCA","MYH9","HM","WT",2,2,1
"ESCA","NBEA","WGD","WT",7,7,1
"ESCA","NBEA","HM","WT",3,3,1
"ESCA","NBEA","Classic","WT",1,1,1
"ESCA","NCOA2","WGD","WT",7,7,1
"ESCA","NCOA2","HM","WT",9,9,1
"ESCA","NCOR2","WGD","WT",17,17,1
"ESCA","NCOR2","HM","WT",2,2,1
"ESCA","NCOR2","Classic","WT",1,1,1
"ESCA","NF1","WGD","M",1,1,1
"ESCA","NFE2L2","WGD","WT",12,12,1
"ESCA","NFE2L2","HM","WT",2,2,1
"ESCA","NOTCH1","WGD","WT",11,11,1
"ESCA","NOTCH1","HM","M",1,3,0.333333333333333
"ESCA","NOTCH1","HM","WT",2,3,0.666666666666667
"ESCA","NOTCH1","Classic","WT",1,1,1
"ESCA","NOTCH2","WGD","WT",12,12,1
"ESCA","NOTCH2","HM","WT",1,1,1
"ESCA","NOTCH2","Classic","WT",2,2,1
"ESCA","NRG1","WGD","WT",9,9,1
"ESCA","NRG1","HM","WT",6,6,1
"ESCA","NRG1","Classic","WT",1,1,1
"ESCA","NSD1","WGD","WT",11,11,1
"ESCA","NSD1","HM","WT",2,2,1
"ESCA","NSD1","Classic","WT",1,1,1
"ESCA","NUMA1","WGD","WT",9,9,1
"ESCA","NUMA1","HM","WT",3,3,1
"ESCA","NUMA1","Classic","WT",1,1,1
"ESCA","NUTM1","WGD","WT",10,10,1
"ESCA","NUTM1","HM","WT",2,2,1
"ESCA","NUTM1","Classic","WT",1,1,1
"ESCA","PBRM1","WGD","M",2,11,0.181818181818182
"ESCA","PBRM1","WGD","WT",9,11,0.818181818181818
"ESCA","PBRM1","HM","WT",4,4,1
"ESCA","PDS5A","WGD","CI_M",7,7,1
"ESCA","PDS5A","Classic","CI_M",1,1,1
"ESCA","PDS5B","WGD","CI_M",5,5,1
"ESCA","PDS5B","HM","CI_M",3,3,1
"ESCA","PDS5B","Classic","CI_M",1,1,1
"ESCA","PIK3CA","WGD","M",2,11,0.181818181818182
"ESCA","PIK3CA","WGD","WT",9,11,0.818181818181818
"ESCA","PIK3CA","HM","WT",7,7,1
"ESCA","PIK3CA","Classic","M",2,2,1
"ESCA","PLK4","WGD","CI_M",1,1,1
"ESCA","POLD1","WGD","WT",13,13,1
"ESCA","POLD1","HM","WT",1,1,1
"ESCA","POLD1","Classic","WT",1,1,1
"ESCA","POLQ","WGD","CNA_driver",1,1,1
"ESCA","PPM1D","WGD","CNA_driver",1,1,1
"ESCA","PREX2","WGD","WT",8,8,1
"ESCA","PREX2","HM","WT",9,9,1
"ESCA","PTCH1","WGD","WT",10,10,1
"ESCA","PTCH1","HM","WT",3,3,1
"ESCA","PTDSS1","WGD","M",2,2,1
"ESCA","PTDSS1","HM","M",2,2,1
"ESCA","PTEN","WGD","CNA_driver",2,13,0.153846153846154
"ESCA","PTEN","WGD","WT",11,13,0.846153846153846
"ESCA","PTEN","HM","CNA_driver",1,3,0.333333333333333
"ESCA","PTEN","HM","WT",2,3,0.666666666666667
"ESCA","PTEN","Classic","CNA_driver",1,1,1
"ESCA","PTPRD","WGD","WT",12,12,1
"ESCA","PTPRD","HM","WT",2,2,1
"ESCA","PTPRT","WGD","WT",7,7,1
"ESCA","PTPRT","HM","WT",6,6,1
"ESCA","PTPRT","Classic","WT",5,5,1
"ESCA","RASA1","HM","M",1,1,1
"ESCA","RASA1","Classic","CNA_driver",1,2,0.5
"ESCA","RASA1","Classic","M",1,2,0.5
"ESCA","RB1","WGD","M",1,9,0.111111111111111
"ESCA","RB1","WGD","WT",8,9,0.888888888888889
"ESCA","RB1","HM","CNA_driver",1,4,0.25
"ESCA","RB1","HM","WT",3,4,0.75
"ESCA","RB1","Classic","WT",1,1,1
"ESCA","RNF213","WGD","WT",14,14,1
"ESCA","RNF213","HM","WT",6,6,1
"ESCA","RNF213","Classic","WT",1,1,1
"ESCA","RNF43","WGD","WT",14,14,1
"ESCA","RNF43","HM","WT",8,8,1
"ESCA","RNF43","Classic","CNA_driver",1,3,0.333333333333333
"ESCA","RNF43","Classic","WT",2,3,0.666666666666667
"ESCA","ROBO2","WGD","WT",10,10,1
"ESCA","ROBO2","HM","WT",5,5,1
"ESCA","RUNX1","WGD","CNA_driver",1,1,1
"ESCA","SETD1B","WGD","WT",17,17,1
"ESCA","SETD1B","HM","WT",2,2,1
"ESCA","SETD1B","Classic","WT",1,1,1
"ESCA","SMAD4","WGD","CNA_driver",2,8,0.25
"ESCA","SMAD4","WGD","M",1,8,0.125
"ESCA","SMAD4","WGD","WT",5,8,0.625
"ESCA","SMAD4","HM","CNA_driver",2,5,0.4
"ESCA","SMAD4","HM","M",3,5,0.6
"ESCA","SMAD4","Classic","M",4,4,1
"ESCA","SMARCA4","WGD","M",1,11,0.0909090909090909
"ESCA","SMARCA4","WGD","WT",10,11,0.909090909090909
"ESCA","SMARCA4","Classic","WT",1,1,1
"ESCA","SMC3","WGD","CI_M",1,1,1
"ESCA","SMC3","HM","CI_M",1,1,1
"ESCA","SOX9","Classic","M",1,1,1
"ESCA","STAG1","WGD","CI_M",13,13,1
"ESCA","STAG1","HM","CI_M",7,7,1
"ESCA","STAT6","Classic","M",1,1,1
"ESCA","STK11","Classic","M",1,1,1
"ESCA","TGFBR1","WGD","WT",9,9,1
"ESCA","TGFBR1","HM","WT",3,3,1
"ESCA","TGFBR2","WGD","M",1,11,0.0909090909090909
"ESCA","TGFBR2","WGD","WT",10,11,0.909090909090909
"ESCA","TGFBR2","HM","WT",5,5,1
"ESCA","TP53","WGD","M",25,27,0.925925925925926
"ESCA","TP53","WGD","WT",2,27,0.0740740740740741
"ESCA","TP53","HM","M",9,9,1
"ESCA","TP53","Classic","CNA_driver",1,6,0.166666666666667
"ESCA","TP53","Classic","M",5,6,0.833333333333333
"ESCA","TRIB3","WGD","CI_M",1,1,1
"ESCA","TSC2","WGD","WT",11,11,1
"ESCA","TSC2","HM","WT",1,1,1
"ESCA","TUBGCP2","WGD","CI_M",2,2,1
"ESCA","TUBGCP2","HM","CI_M",2,2,1
"ESCA","USP44","WGD","CI_M",5,5,1
"ESCA","USP44","HM","CI_M",1,1,1
"ESCA","WAPAL","WGD","CI_M",4,4,1
"ESCA","ZNF208","WGD","WT",13,13,1
"ESCA","ZNF208","HM","WT",1,1,1
"ESCA","ZNF208","Classic","WT",1,1,1
"ESCA","ZNF521","WGD","WT",6,6,1
"ESCA","ZNF521","HM","WT",1,1,1
"ESCA","ZNF750","WGD","WT",12,12,1
"ESCA","ZNF750","HM","WT",5,5,1
"ESCA","ZNF750","Classic","WT",1,1,1
"ESCA","enhancers::chr7:86865600-86866400::NA::NA","WGD","M",2,2,1
"HCC","ACVR2A","WGD","M",2,27,0.0740740740740741
"HCC","ACVR2A","WGD","WT",25,27,0.925925925925926
"HCC","ACVR2A","HM","WT",3,3,1
"HCC","ACVR2A","Classic","M",4,6,0.666666666666667
"HCC","ACVR2A","Classic","WT",2,6,0.333333333333333
"HCC","AFF4","WGD","WT",23,23,1
"HCC","AFF4","HM","WT",9,9,1
"HCC","AFF4","Classic","WT",12,12,1
"HCC","AKAP9","WGD","WT",18,18,1
"HCC","AKAP9","HM","WT",9,9,1
"HCC","AKAP9","Classic","WT",26,26,1
"HCC","ALB","WGD","M",3,3,1
"HCC","ALB","HM","M",2,2,1
"HCC","ALB","Classic","M",11,11,1
"HCC","ALK","WGD","WT",29,29,1
"HCC","ALK","HM","WT",4,4,1
"HCC","ALK","Classic","WT",6,6,1
"HCC","APAF1","Classic","M",1,1,1
"HCC","APC","WGD","CNA_driver",1,23,0.0434782608695652
"HCC","APC","WGD","WT",22,23,0.956521739130435
"HCC","APC","HM","M",1,8,0.125
"HCC","APC","HM","WT",7,8,0.875
"HCC","APC","Classic","M",1,15,0.0666666666666667
"HCC","APC","Classic","WT",14,15,0.933333333333333
"HCC","APOB","WGD","M",2,2,1
"HCC","APOB","Classic","M",9,9,1
"HCC","ARID1A","WGD","CNA_driver",6,31,0.193548387096774
"HCC","ARID1A","WGD","M",2,31,0.0645161290322581
"HCC","ARID1A","WGD","WT",23,31,0.741935483870968
"HCC","ARID1A","HM","CNA_driver",1,3,0.333333333333333
"HCC","ARID1A","HM","WT",2,3,0.666666666666667
"HCC","ARID1A","Classic","CNA_driver",12,16,0.75
"HCC","ARID1A","Classic","M",4,16,0.25
"HCC","ARID1B","WGD","WT",23,23,1
"HCC","ARID1B","HM","WT",2,2,1
"HCC","ARID1B","Classic","M",1,5,0.2
"HCC","ARID1B","Classic","WT",4,5,0.8
"HCC","ARID2","WGD","M",3,29,0.103448275862069
"HCC","ARID2","WGD","WT",26,29,0.896551724137931
"HCC","ARID2","HM","M",1,2,0.5
"HCC","ARID2","HM","WT",1,2,0.5
"HCC","ARID2","Classic","M",9,11,0.818181818181818
"HCC","ARID2","Classic","WT",2,11,0.181818181818182
"HCC","ATM","WGD","WT",23,23,1
"HCC","ATM","HM","WT",3,3,1
"HCC","AXIN1","WGD","CNA_driver",1,18,0.0555555555555556
"HCC","AXIN1","WGD","M",1,18,0.0555555555555556
"HCC","AXIN1","WGD","WT",16,18,0.888888888888889
"HCC","AXIN1","HM","WT",1,1,1
"HCC","AXIN1","Classic","CNA_driver",5,18,0.277777777777778
"HCC","AXIN1","Classic","M",10,18,0.555555555555556
"HCC","AXIN1","Classic","WT",3,18,0.166666666666667
"HCC","AXIN2","Classic","M",1,1,1
"HCC","BAP1","WGD","M",2,30,0.0666666666666667
"HCC","BAP1","WGD","WT",28,30,0.933333333333333
"HCC","BAP1","HM","M",1,5,0.2
"HCC","BAP1","HM","WT",4,5,0.8
"HCC","BAP1","Classic","M",1,7,0.142857142857143
"HCC","BAP1","Classic","WT",6,7,0.857142857142857
"HCC","BIRC6","WGD","WT",29,29,1
"HCC","BIRC6","HM","WT",4,4,1
"HCC","BIRC6","Classic","WT",6,6,1
