"IntoGen_cancer_type","gene","test_type","comparison","event","p_value","odds_ratio","ci_low","ci_high","n_WGD","n_HM","n_Classic","p_adj_local","p_adj_global"
"MBL","PTCH1","pairwise_all_events","WGD_vs_Classic",NA,0.00549725137431284,NA,NA,NA,5,0,6,0.0494752623688156,0.0292823885087159
"MBL","PTCH1","per_event_pairwise","WGD_vs_Classic","CNA_driver",1,0,0,46.7665327000365,5,0,6,1,1
"MBL","PTCH1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,0,6,NA,NA
"MBL","PTCH1","per_event_pairwise","WGD_vs_Classic","M",0.0151515151515152,0,0,0.73846178930055,5,0,6,0.143939393939394,0.0749788910779623
"MBL","PTCH1","per_event_pairwise","WGD_vs_Classic","WT",0.00216450216450217,Inf,2.842809017399,Inf,5,0,6,0.0411255411255412,0.0170183982683983
"MBL","RNF213","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,3,0,7,NA,NA
"MBL","RNF213","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,3,0,7,NA,NA
"MBL","RNF213","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,3,0,7,NA,NA
"MBL","RNF213","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,3,0,7,NA,NA
"MBL","SMARCA4","global","Classic_vs_WGD",NA,0.4,NA,NA,NA,3,0,3,0.916363636363636,0.523206751054852
"MBL","SMARCA4","pairwise_all_events","WGD_vs_Classic",NA,0.4,NA,NA,NA,3,0,3,0.916363636363636,0.606651603775577
"MBL","SMARCA4","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,3,0,3,NA,NA
"MBL","SMARCA4","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,3,0,3,NA,NA
"MBL","SMARCA4","per_event_pairwise","WGD_vs_Classic","M",0.4,0,0,4.92298386744475,3,0,3,0.967272727272727,0.6526588845655
"MBL","SMARCA4","per_event_pairwise","WGD_vs_Classic","WT",0.4,Inf,0.203128839526148,Inf,3,0,3,0.967272727272727,0.6526588845655
"MBL","SMO","global","Classic_vs_WGD",NA,1,NA,NA,NA,4,1,4,1,1
"MBL","SMO","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,4,1,4,1,1
"MBL","SMO","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,4,1,4,NA,NA
"MBL","SMO","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,4,1,4,NA,NA
"MBL","SMO","per_event_pairwise","WGD_vs_Classic","M",1,2.60168293600482,0.0788058259602185,234.450850029493,4,1,4,1,1
"MBL","SMO","per_event_pairwise","WGD_vs_Classic","WT",1,0.384366590625226,0.00426528630574042,12.6894171568585,4,1,4,1,1
"MBL","TCF4","global","Classic_vs_WGD",NA,1,NA,NA,NA,5,1,3,1,1
"MBL","TCF4","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,5,1,3,1,1
"MBL","TCF4","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,5,1,3,NA,NA
"MBL","TCF4","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,5,1,3,NA,NA
"MBL","TCF4","per_event_pairwise","WGD_vs_Classic","M",1,0.547705807855215,0.00512158447137641,58.6638969429644,5,1,3,1,1
"MBL","TCF4","per_event_pairwise","WGD_vs_Classic","WT",1,1.82579769222448,0.0170462593198035,195.252075912994,5,1,3,1,1
"MEL","BRAF","global","Classic_vs_WGD",NA,1,NA,NA,NA,19,2,13,1,1
"MEL","BRAF","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,19,2,13,1,1
"MEL","BRAF","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,19,2,13,NA,NA
"MEL","BRAF","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,19,2,13,NA,NA
"MEL","BRAF","per_event_pairwise","WGD_vs_Classic","M",1,1.17251266851861,0.225885426374222,6.0639047584414,19,2,13,1,1
"MEL","BRAF","per_event_pairwise","WGD_vs_Classic","WT",1,0.852869249816664,0.164910241805485,4.42702309773324,19,2,13,1,1
"MEL","CDKN2A","global","Classic_vs_HM_vs_WGD",NA,0.248875562218891,NA,NA,NA,28,3,12,0.42664382094667,0.359564403844589
"MEL","CDKN2A","pairwise_all_events","HM_vs_Classic",NA,0.11944027986007,NA,NA,NA,28,3,12,0.23888055972014,0.274610557968879
"MEL","CDKN2A","pairwise_all_events","HM_vs_WGD",NA,0.400299850074962,NA,NA,NA,28,3,12,0.6,0.606651603775577
"MEL","CDKN2A","pairwise_all_events","WGD_vs_Classic",NA,0.385307346326837,NA,NA,NA,28,3,12,0.6,0.597392946178208
"MEL","CDKN2A","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",0.242524916943521,0,0,3.00194804962786,28,3,12,0.687748156551333,1
"MEL","CDKN2A","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,28,3,12,NA,NA
"MEL","CDKN2A","per_event_HM_vs_rest","HM_vs_rest","M",0.515112227534235,1.96258994196312,0.0301681988312964,42.3403120922216,28,3,12,0.858520379223726,1
"MEL","CDKN2A","per_event_HM_vs_rest","HM_vs_rest","WT",0.275099262620533,4.00680047833985,0.192301187495011,253.473084244981,28,3,12,0.687748156551333,1
"MEL","CDKN2A","per_event_pairwise","HM_vs_Classic","CNA_driver",0.2,0,0,2.55657971876057,28,3,12,0.426666666666667,0.427164685908319
"MEL","CDKN2A","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,28,3,12,NA,NA
"MEL","CDKN2A","per_event_pairwise","HM_vs_Classic","M",1,1.45760815764583,0.0191285558555286,39.226583987201,28,3,12,1,1
"MEL","CDKN2A","per_event_pairwise","HM_vs_Classic","WT",0.153846153846154,8.0749036972363,0.296408959345936,642.828293954962,28,3,12,0.351648351648352,0.371474974162114
"MEL","CDKN2A","per_event_pairwise","HM_vs_WGD","CNA_driver",0.264516129032258,0,0,3.79120017734611,28,3,12,0.510837320397468,0.495519448547514
"MEL","CDKN2A","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,28,3,12,NA,NA
"MEL","CDKN2A","per_event_pairwise","HM_vs_WGD","M",0.488320355951057,2.2262914559657,0.0325424479922616,51.3098688870783,28,3,12,0.687940169141504,0.738639348568427
"MEL","CDKN2A","per_event_pairwise","HM_vs_WGD","WT",0.557508342602892,2.97833826276287,0.139326135335191,192.606723199954,28,3,12,0.743344456803856,0.782751668520579
"MEL","CDKN2A","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.494456996570456,0.544253206208169,0.1067939909055,2.57274804037338,28,3,12,0.687940169141504,0.738639348568427
"MEL","CDKN2A","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,28,3,12,NA,NA
"MEL","CDKN2A","per_event_pairwise","WGD_vs_Classic","M",0.676679775750983,0.659541789887957,0.101248010178188,5.13728935503047,28,3,12,0.866150112961259,0.918298983705218
"MEL","CDKN2A","per_event_pairwise","WGD_vs_Classic","WT",0.271382326461155,3.1491999413793,0.516038367782008,34.9892787052636,28,3,12,0.510837320397468,0.499852074213958
"MEL","CSMD3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,13,1,4,NA,NA
"MEL","CSMD3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,13,1,4,NA,NA
"MEL","CSMD3","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,13,1,4,NA,NA
"MEL","CSMD3","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,13,1,4,NA,NA
"MEL","CTNNB1","global","Classic_vs_WGD",NA,0.103448275862069,NA,NA,NA,26,1,3,0.206896551724138,0.180162727624952
"MEL","CTNNB1","pairwise_all_events","WGD_vs_Classic",NA,0.103448275862069,NA,NA,NA,26,1,3,0.23888055972014,0.246261824839792
"MEL","CTNNB1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,26,1,3,NA,NA
"MEL","CTNNB1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,26,1,3,NA,NA
"MEL","CTNNB1","per_event_pairwise","WGD_vs_Classic","M",0.103448275862069,0,0,4.50000053833014,26,1,3,0.254641909814324,0.282294861246167
"MEL","CTNNB1","per_event_pairwise","WGD_vs_Classic","WT",0.103448275862069,Inf,0.222222195638022,Inf,26,1,3,0.254641909814324,0.282294861246167
"MEL","CUX1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,8,1,6,NA,NA
"MEL","CUX1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,8,1,6,NA,NA
"MEL","CUX1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,8,1,6,NA,NA
"MEL","CUX1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,8,1,6,NA,NA
"MEL","ERCC3","global","Classic_vs_WGD",NA,0.00854700854700854,NA,NA,NA,24,1,3,0.0256410256410256,0.0254766600920447
"MEL","ERCC3","pairwise_all_events","WGD_vs_Classic",NA,0.00854700854700854,NA,NA,NA,24,1,3,0.0299145299145299,0.0399851356373095
"MEL","ERCC3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,24,1,3,NA,NA
"MEL","ERCC3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,24,1,3,NA,NA
"MEL","ERCC3","per_event_pairwise","WGD_vs_Classic","M",0.00854700854700854,0,0,0.533598387574217,24,1,3,0.0390720390720391,0.0509579940859562
"MEL","ERCC3","per_event_pairwise","WGD_vs_Classic","WT",0.00854700854700854,Inf,1.87406863155282,Inf,24,1,3,0.0390720390720391,0.0509579940859562
"MEL","GRM3","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,9,0,6,NA,NA
"MEL","GRM3","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,9,0,6,NA,NA
"MEL","GRM3","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,9,0,6,NA,NA
"MEL","GRM3","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,9,0,6,NA,NA
"MEL","HLA-A","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HLA-A","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,17,4,11,NA,NA
"MEL","HSP90AB1","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","HSP90AB1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,18,3,11,NA,NA
"MEL","KMT2C","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,11,1,8,NA,NA
"MEL","KMT2C","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,11,1,8,NA,NA
"MEL","KMT2C","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,11,1,8,NA,NA
"MEL","KMT2C","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,11,1,8,NA,NA
"MEL","NF2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NF2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,15,3,1,NA,NA
"MEL","NOTCH1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,16,2,3,NA,NA
"MEL","NOTCH1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,16,2,3,NA,NA
"MEL","NOTCH1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,16,2,3,NA,NA
"MEL","NOTCH1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,16,2,3,NA,NA
"MEL","NRAS","global","Classic_vs_WGD",NA,0.00327815219524962,NA,NA,NA,28,1,7,0.0131126087809985,0.0110459476144281
"MEL","NRAS","pairwise_all_events","WGD_vs_Classic",NA,0.00327815219524962,NA,NA,NA,28,1,7,0.0152980435778316,0.0193807239675198
"MEL","NRAS","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,28,1,7,NA,NA
"MEL","NRAS","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,28,1,7,NA,NA
"MEL","NRAS","per_event_pairwise","WGD_vs_Classic","M",0.00327815219524962,0.0508881552748622,0.000953856792625026,0.532782419270302,28,1,7,0.0209801740495976,0.0239762526838606
"MEL","NRAS","per_event_pairwise","WGD_vs_Classic","WT",0.00327815219524963,19.6509383096853,1.8769388099735,1048.37540365781,28,1,7,0.0209801740495976,0.0239762526838606
"MEL","PDCD1LG2","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDCD1LG2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PDS5B","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","PDS5B","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,11,4,1,NA,NA
"MEL","POT1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,10,2,8,NA,NA
"MEL","POT1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,10,2,8,NA,NA
"MEL","POT1","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,10,2,8,NA,NA
"MEL","POT1","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,10,2,8,NA,NA
"MEL","PPP6C","global","Classic_vs_WGD",NA,0.0392156862745098,NA,NA,NA,14,2,4,0.0941176470588235,0.0893886966551326
"MEL","PPP6C","pairwise_all_events","WGD_vs_Classic",NA,0.0392156862745098,NA,NA,NA,14,2,4,0.109803921568627,0.128211817844743
"MEL","PPP6C","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,14,2,4,NA,NA
"MEL","PPP6C","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,14,2,4,NA,NA
"MEL","PPP6C","per_event_pairwise","WGD_vs_Classic","M",0.0392156862745098,0,0,1.3251286584318,14,2,4,0.125490196078431,0.15127341626612
"MEL","PPP6C","per_event_pairwise","WGD_vs_Classic","WT",0.0392156862745098,Inf,0.75464370469765,Inf,14,2,4,0.125490196078431,0.15127341626612
"MEL","PREX2","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,15,1,4,NA,NA
"MEL","PREX2","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,15,1,4,NA,NA
"MEL","PREX2","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,15,1,4,NA,NA
"MEL","PREX2","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,15,1,4,NA,NA
"MEL","PTEN","global","Classic_vs_WGD",NA,0.000999500249875062,NA,NA,NA,22,1,5,0.0119940029985007,0.0044905083690039
"MEL","PTEN","pairwise_all_events","WGD_vs_Classic",NA,0.00149925037481259,NA,NA,NA,22,1,5,0.0152980435778316,0.00960234168629971
"MEL","PTEN","per_event_pairwise","WGD_vs_Classic","CNA_driver",0.0299888517279821,0.0790144302914915,0.00393913986749134,1.08849860921452,22,1,5,0.119955406911929,0.124920448588747
"MEL","PTEN","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,22,1,5,NA,NA
"MEL","PTEN","per_event_pairwise","WGD_vs_Classic","M",0.0786324786324786,0.0840992739877625,0.00116740070786144,2.04083656154932,22,1,5,0.228749028749029,0.243045843045843
"MEL","PTEN","per_event_pairwise","WGD_vs_Classic","WT",0.000693670258887649,Inf,3.38921479689593,Inf,22,1,5,0.0209801740495976,0.00699168556311413
"MEL","PTPRC","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,12,0,5,NA,NA
"MEL","PTPRC","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,12,0,5,NA,NA
"MEL","PTPRC","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,12,0,5,NA,NA
"MEL","PTPRC","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,12,0,5,NA,NA
"MEL","PTPRD","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRD","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,17,3,3,NA,NA
"MEL","PTPRT","per_event_HM_vs_rest","HM_vs_rest","CNA_driver",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_HM_vs_rest","HM_vs_rest","CI_M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_HM_vs_rest","HM_vs_rest","M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_HM_vs_rest","HM_vs_rest","WT",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_Classic","CNA_driver",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_Classic","CI_M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_Classic","M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_Classic","WT",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_WGD","CNA_driver",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_WGD","CI_M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_WGD","M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","HM_vs_WGD","WT",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","WGD_vs_Classic","M",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","PTPRT","per_event_pairwise","WGD_vs_Classic","WT",NA,NA,NA,NA,16,5,4,NA,NA
"MEL","RAC1","global","Classic_vs_WGD",NA,1,NA,NA,NA,10,2,5,1,1
"MEL","RAC1","pairwise_all_events","WGD_vs_Classic",NA,1,NA,NA,NA,10,2,5,1,1
"MEL","RAC1","per_event_pairwise","WGD_vs_Classic","CNA_driver",NA,NA,NA,NA,10,2,5,NA,NA
"MEL","RAC1","per_event_pairwise","WGD_vs_Classic","CI_M",NA,NA,NA,NA,10,2,5,NA,NA
"MEL","RAC1","per_event_pairwise","WGD_vs_Classic","M",1,0.471396296580084,0.00511429902295101,43.532743413644,10,2,5,1,1
"MEL","RAC1","per_event_pairwise","WGD_vs_Classic","WT",1,2.12135735315458,0.0229712148048675,195.53021743789,10,2,5,1,1
"MEL","RB1","global","HM_vs_WGD",NA,1,NA,NA,NA,21,3,2,1,1
"MEL","RB1","pairwise_all_events","HM_vs_WGD",NA,1,NA,NA,NA,21,3,2,1,1
